year,area_code,area,gender,economically_active,working_age,percent,confidence
Jan 2005-Dec 2005,00BH,Waltham Forest,M,62900,76200,82.6,4.3
Jan 2006-Dec 2006,00BH,Waltham Forest,M,59500,77800,76.5,5.1
Jan 2007-Dec 2007,00BH,Waltham Forest,M,63800,79800,80,5.1
Jan 2008-Dec 2008,00BH,Waltham Forest,M,66800,82500,81,4.8
Jan 2009-Dec 2009,00BH,Waltham Forest,M,68300,84700,80.6,5
Jan 2010-Dec 2010,00BH,Waltham Forest,M,70600,87500,80.7,4.5
Jan 2011-Dec 2011,00BH,Waltham Forest,M,76600,89800,85.3,4
Jan 2012-Dec 2012,00BH,Waltham Forest,M,76900,90000,85.4,4.3
Jan 2013-Dec 2013,00BH,Waltham Forest,M,77700,90600,85.7,4.5
Jan 2014-Dec 2014,00BH,Waltham Forest,M,75000,90800,82.6,5.1
Jan 2015-Dec 2015,00BH,Waltham Forest,M,77100,92300,83.5,5.6
Jan 2016-Dec 2016,00BH,Waltham Forest,M,83500,94300,88.5,4.7
Jan 2017-Dec 2017,00BH,Waltham Forest,M,84100,95600,88,4.3
Jan 2018-Dec 2018,00BH,Waltham Forest,M,80700,95200,84.8,5.1
Jan 2019-Dec 2019,00BH,Waltham Forest,M,82000,96000,85.5,5.4
Jan 2005-Dec 2005,00BJ,Wandsworth,M,84000,101900,82.4,4.9
Jan 2006-Dec 2006,00BJ,Wandsworth,M,88000,103900,84.7,4.7
Jan 2007-Dec 2007,00BJ,Wandsworth,M,87900,105300,83.5,5
Jan 2008-Dec 2008,00BJ,Wandsworth,M,91800,106300,86.3,4.5
Jan 2009-Dec 2009,00BJ,Wandsworth,M,96100,107600,89.4,4
Jan 2010-Dec 2010,00BJ,Wandsworth,M,93100,108200,86,4.5
Jan 2011-Dec 2011,00BJ,Wandsworth,M,96300,109600,87.8,4.4
Jan 2012-Dec 2012,00BJ,Wandsworth,M,94200,107900,87.2,4.2
Jan 2013-Dec 2013,00BJ,Wandsworth,M,96200,108000,89.1,4.2
Jan 2014-Dec 2014,00BJ,Wandsworth,M,94600,107700,87.9,4.2
Jan 2015-Dec 2015,00BJ,Wandsworth,M,98100,108000,90.9,3.7
Jan 2016-Dec 2016,00BJ,Wandsworth,M,98900,109100,90.7,4.1
Jan 2017-Dec 2017,00BJ,Wandsworth,M,92000,109900,83.7,5.2
Jan 2018-Dec 2018,00BJ,Wandsworth,M,98200,111000,88.5,4.4
Jan 2019-Dec 2019,00BJ,Wandsworth,M,95900,111400,86.1,5
Jan 2005-Dec 2005,00BK,Westminster,M,62800,81500,77.1,4.7
Jan 2006-Dec 2006,00BK,Westminster,M,61300,83600,73.3,5.1
Jan 2007-Dec 2007,00BK,Westminster,M,64400,83900,76.8,4.5
Jan 2008-Dec 2008,00BK,Westminster,M,61600,79700,77.3,4.5
Jan 2009-Dec 2009,00BK,Westminster,M,65200,79000,82.5,4.7
Jan 2010-Dec 2010,00BK,Westminster,M,61600,81400,75.7,5.7
Jan 2011-Dec 2011,00BK,Westminster,M,64000,83500,76.6,4.8
Jan 2012-Dec 2012,00BK,Westminster,M,65300,84100,77.7,4.5
Jan 2013-Dec 2013,00BK,Westminster,M,68900,87200,79,4.4
Jan 2014-Dec 2014,00BK,Westminster,M,70300,88900,79,4.3
Jan 2015-Dec 2015,00BK,Westminster,M,70600,91900,76.9,5.1
Jan 2016-Dec 2016,00BK,Westminster,M,74800,91800,81.5,4.6
Jan 2017-Dec 2017,00BK,Westminster,M,71600,91500,78.2,5.4
Jan 2018-Dec 2018,00BK,Westminster,M,71100,90400,78.7,5.9
Jan 2019-Dec 2019,00BK,Westminster,M,73000,89700,81.3,6.2
Jan 2005-Dec 2005,A,North East,M,633800,803000,78.9,0.8
Jan 2006-Dec 2006,A,North East,M,647800,807800,80.2,1
Jan 2007-Dec 2007,A,North East,M,649800,813700,79.9,1
Jan 2008-Dec 2008,A,North East,M,649500,817400,79.5,1
Jan 2009-Dec 2009,A,North East,M,643100,818800,78.5,1
Jan 2010-Dec 2010,A,North East,M,648700,821900,78.9,1
Jan 2011-Dec 2011,A,North East,M,647000,822900,78.6,1.1
Jan 2012-Dec 2012,A,North East,M,655000,817900,80.1,1
Jan 2013-Dec 2013,A,North East,M,644700,816400,79,1
Jan 2014-Dec 2014,A,North East,M,644300,814300,79.1,1
Jan 2015-Dec 2015,A,North East,M,649200,813300,79.8,1.1
Jan 2016-Dec 2016,A,North East,M,657500,814100,80.8,1.1
Jan 2017-Dec 2017,A,North East,M,645000,813000,79.3,1.1
Jan 2018-Dec 2018,A,North East,M,642400,810300,79.3,1.1
Jan 2019-Dec 2019,A,North East,M,633900,808300,78.4,1.2
Jan 2005-Dec 2005,B,North West,M,1755000,2173800,80.7,0.6
Jan 2006-Dec 2006,B,North West,M,1769400,2193000,80.7,0.7
Jan 2007-Dec 2007,B,North West,M,1785100,2209000,80.8,0.7
Jan 2008-Dec 2008,B,North West,M,1779300,2220000,80.1,0.7
Jan 2009-Dec 2009,B,North West,M,1797200,2227100,80.7,0.7
Jan 2010-Dec 2010,B,North West,M,1805600,2236100,80.8,0.7
Jan 2011-Dec 2011,B,North West,M,1801800,2244400,80.3,0.7
Jan 2012-Dec 2012,B,North West,M,1798800,2233900,80.5,0.7
Jan 2013-Dec 2013,B,North West,M,1785800,2226000,80.2,0.7
Jan 2014-Dec 2014,B,North West,M,1771900,2222300,79.7,0.7
Jan 2015-Dec 2015,B,North West,M,1790900,2227100,80.4,0.8
Jan 2016-Dec 2016,B,North West,M,1779300,2225300,80,0.8
Jan 2017-Dec 2017,B,North West,M,1813200,2225600,81.5,0.8
Jan 2018-Dec 2018,B,North West,M,1827600,2234700,81.8,0.8
Jan 2019-Dec 2019,B,North West,M,1838500,2233100,82.3,0.8
Jan 2005-Dec 2005,D,Yorkshire and The Humber,M,1348900,1623700,83.1,0.8
Jan 2006-Dec 2006,D,Yorkshire and The Humber,M,1362800,1636900,83.3,0.8
Jan 2007-Dec 2007,D,Yorkshire and The Humber,M,1357200,1650300,82.2,0.8
Jan 2008-Dec 2008,D,Yorkshire and The Humber,M,1373000,1662800,82.6,0.8
Jan 2009-Dec 2009,D,Yorkshire and The Humber,M,1361200,1666700,81.7,0.9
Jan 2010-Dec 2010,D,Yorkshire and The Humber,M,1353900,1674100,80.9,0.9
Jan 2011-Dec 2011,D,Yorkshire and The Humber,M,1361200,1682400,80.9,0.9
Jan 2012-Dec 2012,D,Yorkshire and The Humber,M,1378800,1679300,82.1,0.9
Jan 2013-Dec 2013,D,Yorkshire and The Humber,M,1388400,1676400,82.8,0.9
Jan 2014-Dec 2014,D,Yorkshire and The Humber,M,1363800,1673200,81.5,0.9
Jan 2015-Dec 2015,D,Yorkshire and The Humber,M,1385900,1678300,82.6,0.9
Jan 2016-Dec 2016,D,Yorkshire and The Humber,M,1371600,1682100,81.5,0.9
Jan 2017-Dec 2017,D,Yorkshire and The Humber,M,1394500,1684000,82.8,0.9
Jan 2018-Dec 2018,D,Yorkshire and The Humber,M,1377800,1684400,81.8,1
Jan 2019-Dec 2019,D,Yorkshire and The Humber,M,1382100,1684000,82.1,1
Jan 2005-Dec 2005,E,East Midlands,M,1160700,1381000,84.1,0.7
Jan 2006-Dec 2006,E,East Midlands,M,1185200,1397500,84.8,0.9
Jan 2007-Dec 2007,E,East Midlands,M,1185800,1411300,84,1
Jan 2008-Dec 2008,E,East Midlands,M,1200900,1419900,84.6,1
Jan 2009-Dec 2009,E,East Midlands,M,1198000,1424100,84.1,1
Jan 2010-Dec 2010,E,East Midlands,M,1178300,1431400,82.3,1.1
Jan 2011-Dec 2011,E,East Midlands,M,1200200,1436000,83.6,1.1
Jan 2012-Dec 2012,E,East Midlands,M,1190600,1431900,83.2,1.1
Jan 2013-Dec 2013,E,East Midlands,M,1194900,1432300,83.4,1.1
Jan 2014-Dec 2014,E,East Midlands,M,1199700,1438200,83.4,1.1
Jan 2015-Dec 2015,E,East Midlands,M,1200500,1444900,83.1,1.1
Jan 2016-Dec 2016,E,East Midlands,M,1201200,1447900,83,1.1
Jan 2017-Dec 2017,E,East Midlands,M,1203300,1450900,82.9,1.2
Jan 2018-Dec 2018,E,East Midlands,M,1213800,1461700,83,1.2
Jan 2019-Dec 2019,E,East Midlands,M,1228100,1463500,83.9,1.2
Jan 2005-Dec 2005,F,West Midlands,M,1407500,1697200,82.9,0.7
Jan 2006-Dec 2006,F,West Midlands,M,1420200,1712700,82.9,0.8
Jan 2007-Dec 2007,F,West Midlands,M,1425600,1725800,82.6,0.8
Jan 2008-Dec 2008,F,West Midlands,M,1433000,1737800,82.5,0.8
Jan 2009-Dec 2009,F,West Midlands,M,1433300,1740900,82.3,0.8
Jan 2010-Dec 2010,F,West Midlands,M,1419600,1749100,81.2,0.9
Jan 2011-Dec 2011,F,West Midlands,M,1431100,1760400,81.3,0.9
Jan 2012-Dec 2012,F,West Midlands,M,1434400,1758600,81.6,0.9
Jan 2013-Dec 2013,F,West Midlands,M,1448400,1760500,82.3,0.9
Jan 2014-Dec 2014,F,West Midlands,M,1434000,1765800,81.2,0.9
Jan 2015-Dec 2015,F,West Midlands,M,1441900,1773000,81.3,0.9
Jan 2016-Dec 2016,F,West Midlands,M,1469900,1780300,82.6,0.9
Jan 2017-Dec 2017,F,West Midlands,M,1463300,1785000,82,0.9
Jan 2018-Dec 2018,F,West Midlands,M,1483100,1800900,82.4,0.9
Jan 2019-Dec 2019,F,West Midlands,M,1501300,1806300,83.1,0.9
Jan 2005-Dec 2005,G,East,M,1515600,1741700,87,0.6
Jan 2006-Dec 2006,G,East,M,1524100,1761700,86.5,0.8
Jan 2007-Dec 2007,G,East,M,1532900,1778300,86.2,0.8
Jan 2008-Dec 2008,G,East,M,1539000,1792300,85.9,0.8
Jan 2009-Dec 2009,G,East,M,1553300,1800200,86.3,0.8
Jan 2010-Dec 2010,G,East,M,1557500,1814700,85.8,0.9
Jan 2011-Dec 2011,G,East,M,1561200,1827400,85.4,0.9
Jan 2012-Dec 2012,G,East,M,1558100,1821300,85.6,0.9
Jan 2013-Dec 2013,G,East,M,1572600,1822900,86.3,0.9
Jan 2014-Dec 2014,G,East,M,1583600,1834100,86.3,0.9
Jan 2015-Dec 2015,G,East,M,1594900,1845400,86.4,0.9
Jan 2016-Dec 2016,G,East,M,1586500,1854600,85.5,0.9
Jan 2017-Dec 2017,G,East,M,1597100,1863500,85.7,0.9
Jan 2018-Dec 2018,G,East,M,1598700,1866700,85.6,1
Jan 2019-Dec 2019,G,East,M,1597400,1873200,85.3,1
Jan 2005-Dec 2005,H,London,M,2066500,2539800,81.4,0.8
Jan 2006-Dec 2006,H,London,M,2108300,2572100,82,0.8
Jan 2007-Dec 2007,H,London,M,2135500,2611500,81.8,0.8
Jan 2008-Dec 2008,H,London,M,2198600,2657000,82.7,0.8
Jan 2009-Dec 2009,H,London,M,2227600,2700700,82.5,0.8
Jan 2010-Dec 2010,H,London,M,2248600,2742500,82,0.8
Jan 2011-Dec 2011,H,London,M,2292300,2800200,81.9,0.8
Jan 2012-Dec 2012,H,London,M,2343300,2818600,83.1,0.8
Jan 2013-Dec 2013,H,London,M,2387800,2848800,83.8,0.8
Jan 2014-Dec 2014,H,London,M,2437100,2888800,84.4,0.8
Jan 2015-Dec 2015,H,London,M,2482400,2938200,84.5,0.8
Jan 2016-Dec 2016,H,London,M,2545700,2998300,84.9,0.8
Jan 2017-Dec 2017,H,London,M,2568600,3041100,84.5,0.8
Jan 2018-Dec 2018,H,London,M,2567000,3033100,84.6,0.9
Jan 2019-Dec 2019,H,London,M,2570000,3060300,84,0.9
Jan 2005-Dec 2005,J,South East,M,2242700,2575300,87.1,0.5
Jan 2006-Dec 2006,J,South East,M,2272300,2604400,87.2,0.6
Jan 2007-Dec 2007,J,South East,M,2287800,2632000,86.9,0.6
Jan 2008-Dec 2008,J,South East,M,2303000,2653900,86.8,0.6
Jan 2009-Dec 2009,J,South East,M,2304100,2665000,86.5,0.7
Jan 2010-Dec 2010,J,South East,M,2306200,2686100,85.9,0.7
Jan 2011-Dec 2011,J,South East,M,2300500,2700200,85.2,0.7
Jan 2012-Dec 2012,J,South East,M,2309700,2695800,85.7,0.7
Jan 2013-Dec 2013,J,South East,M,2316300,2699100,85.8,0.7
Jan 2014-Dec 2014,J,South East,M,2293700,2711200,84.6,0.7
Jan 2015-Dec 2015,J,South East,M,2321600,2727700,85.1,0.7
Jan 2016-Dec 2016,J,South East,M,2363100,2741000,86.2,0.7
Jan 2017-Dec 2017,J,South East,M,2375600,2753600,86.3,0.7
Jan 2018-Dec 2018,J,South East,M,2357000,2762500,85.3,0.7
Jan 2019-Dec 2019,J,South East,M,2370900,2770600,85.6,0.7
Jan 2005-Dec 2005,K,South West,M,1335500,1568300,85.2,0.6
Jan 2006-Dec 2006,K,South West,M,1343500,1583700,84.8,0.8
Jan 2007-Dec 2007,K,South West,M,1363200,1604000,85,0.8
Jan 2008-Dec 2008,K,South West,M,1372400,1611200,85.2,0.8
Jan 2009-Dec 2009,K,South West,M,1371900,1611400,85.1,0.8
Jan 2010-Dec 2010,K,South West,M,1366300,1617600,84.5,0.9
Jan 2011-Dec 2011,K,South West,M,1363500,1624400,83.9,0.9
Jan 2012-Dec 2012,K,South West,M,1360900,1620200,84,0.9
Jan 2013-Dec 2013,K,South West,M,1369100,1621700,84.4,0.9
Jan 2014-Dec 2014,K,South West,M,1380200,1625600,84.9,0.8
Jan 2015-Dec 2015,K,South West,M,1402800,1634000,85.9,0.8
Jan 2016-Dec 2016,K,South West,M,1390500,1640000,84.8,0.9
Jan 2017-Dec 2017,K,South West,M,1407600,1644200,85.6,0.8
Jan 2018-Dec 2018,K,South West,M,1398900,1648600,84.8,0.9
Jan 2019-Dec 2019,K,South West,M,1407000,1653300,85.1,0.9
Jan 2005-Dec 2005,921,England,M,13466300,16103700,83.6,0.2
Jan 2006-Dec 2006,921,England,M,13633400,16269800,83.8,0.3
Jan 2007-Dec 2007,921,England,M,13722900,16435900,83.5,0.3
Jan 2008-Dec 2008,921,England,M,13848700,16572400,83.6,0.3
Jan 2009-Dec 2009,921,England,M,13889800,16654900,83.4,0.3
Jan 2010-Dec 2010,921,England,M,13884700,16773400,82.8,0.3
Jan 2011-Dec 2011,921,England,M,13958900,16898400,82.6,0.3
Jan 2012-Dec 2012,921,England,M,14029600,16877500,83.1,0.3
Jan 2013-Dec 2013,921,England,M,14107800,16904300,83.5,0.3
Jan 2014-Dec 2014,921,England,M,14108400,16973500,83.1,0.3
Jan 2015-Dec 2015,921,England,M,14270200,17082000,83.5,0.3
Jan 2016-Dec 2016,921,England,M,14365300,17183700,83.6,0.3
Jan 2017-Dec 2017,921,England,M,14468100,17260800,83.8,0.3
Jan 2018-Dec 2018,921,England,M,14466300,17302900,83.6,0.3
Jan 2019-Dec 2019,921,England,M,14529200,17352600,83.7,0.3
Jan 2005-Dec 2005,924,Wales,M,732500,924900,79.2,0.7
Jan 2006-Dec 2006,924,Wales,M,737100,931800,79.1,0.7
Jan 2007-Dec 2007,924,Wales,M,745700,941700,79.2,0.8
Jan 2008-Dec 2008,924,Wales,M,745600,947800,78.7,0.8
Jan 2009-Dec 2009,924,Wales,M,747900,951500,78.6,0.8
Jan 2010-Dec 2010,924,Wales,M,747800,953800,78.4,0.8
Jan 2011-Dec 2011,924,Wales,M,746700,956600,78.1,0.8
Jan 2012-Dec 2012,924,Wales,M,751200,951900,78.9,0.8
Jan 2013-Dec 2013,924,Wales,M,755600,949600,79.6,0.8
Jan 2014-Dec 2014,924,Wales,M,748000,948000,78.9,0.8
Jan 2015-Dec 2015,924,Wales,M,750500,946000,79.3,0.8
Jan 2016-Dec 2016,924,Wales,M,739900,946000,78.2,0.9
Jan 2017-Dec 2017,924,Wales,M,752800,945200,79.6,0.8
Jan 2018-Dec 2018,924,Wales,M,770400,951700,81,0.8
Jan 2019-Dec 2019,924,Wales,M,768400,951400,80.8,0.9
Jan 2005-Dec 2005,923,Scotland,M,1339000,1614500,82.9,0.6
Jan 2006-Dec 2006,923,Scotland,M,1359700,1625600,83.6,0.6
Jan 2007-Dec 2007,923,Scotland,M,1370100,1640100,83.5,0.6
Jan 2008-Dec 2008,923,Scotland,M,1374700,1650700,83.3,0.6
Jan 2009-Dec 2009,923,Scotland,M,1373000,1657500,82.8,0.6
Jan 2010-Dec 2010,923,Scotland,M,1371100,1665600,82.3,0.6
Jan 2011-Dec 2011,923,Scotland,M,1379200,1678000,82.2,0.7
Jan 2012-Dec 2012,923,Scotland,M,1368800,1670100,82,0.7
Jan 2013-Dec 2013,923,Scotland,M,1362000,1668800,81.6,0.7
Jan 2014-Dec 2014,923,Scotland,M,1369000,1667200,82.1,0.7
Jan 2015-Dec 2015,923,Scotland,M,1364800,1671500,81.6,0.7
Jan 2016-Dec 2016,923,Scotland,M,1353400,1667500,81.2,0.8
Jan 2017-Dec 2017,923,Scotland,M,1359900,1666200,81.6,0.8
Jan 2018-Dec 2018,923,Scotland,M,1374400,1681100,81.8,0.8
Jan 2019-Dec 2019,923,Scotland,M,1363700,1680700,81.1,0.8
Jan 2005-Dec 2005,922,Northern Ireland,M,429600,546200,78.6,1.7
Jan 2006-Dec 2006,922,Northern Ireland,M,431900,553100,78.1,1.7
Jan 2007-Dec 2007,922,Northern Ireland,M,440200,560100,78.6,1.7
Jan 2008-Dec 2008,922,Northern Ireland,M,441900,565600,78.1,1.7
Jan 2009-Dec 2009,922,Northern Ireland,M,436800,569100,76.8,1.8
Jan 2010-Dec 2010,922,Northern Ireland,M,446800,571500,78.2,1.8
Jan 2011-Dec 2011,922,Northern Ireland,M,451800,572700,78.9,1.8
Jan 2012-Dec 2012,922,Northern Ireland,M,448100,573500,78.1,1.8
Jan 2013-Dec 2013,922,Northern Ireland,M,452300,572600,79,1.8
Jan 2014-Dec 2014,922,Northern Ireland,M,451100,573900,78.6,1.9
Jan 2015-Dec 2015,922,Northern Ireland,M,455800,576200,79.1,1.9
Jan 2016-Dec 2016,922,Northern Ireland,M,462200,577700,80,1.8
Jan 2017-Dec 2017,922,Northern Ireland,M,447500,578900,77.3,1.9
Jan 2018-Dec 2018,922,Northern Ireland,M,444900,577700,77,1.7
Jan 2019-Dec 2019,922,Northern Ireland,M,450400,577600,78,1.5
Jan 2005-Dec 2005,941,England and Wales,M,14198800,17028600,83.4,0.2
Jan 2006-Dec 2006,941,England and Wales,M,14370600,17201600,83.5,0.2
Jan 2007-Dec 2007,941,England and Wales,M,14468700,17377600,83.3,0.2
Jan 2008-Dec 2008,941,England and Wales,M,14594400,17520100,83.3,0.3
Jan 2009-Dec 2009,941,England and Wales,M,14637700,17606500,83.1,0.3
Jan 2010-Dec 2010,941,England and Wales,M,14632500,17727100,82.5,0.3
Jan 2011-Dec 2011,941,England and Wales,M,14705600,17855000,82.4,0.3
Jan 2012-Dec 2012,941,England and Wales,M,14780800,17829400,82.9,0.3
Jan 2013-Dec 2013,941,England and Wales,M,14863400,17853900,83.3,0.3
Jan 2014-Dec 2014,941,England and Wales,M,14856300,17921500,82.9,0.3
Jan 2015-Dec 2015,941,England and Wales,M,15020600,18028100,83.3,0.3
Jan 2016-Dec 2016,941,England and Wales,M,15105200,18129700,83.3,0.3
Jan 2017-Dec 2017,941,England and Wales,M,15220900,18205900,83.6,0.3
Jan 2018-Dec 2018,941,England and Wales,M,15236700,18254600,83.5,0.3
Jan 2019-Dec 2019,941,England and Wales,M,15297600,18304000,83.6,0.3
Jan 2005-Dec 2005,925,Great Britain,M,15537700,18643200,83.3,0.2
Jan 2006-Dec 2006,925,Great Britain,M,15730300,18827200,83.6,0.2
Jan 2007-Dec 2007,925,Great Britain,M,15838700,19017700,83.3,0.2
Jan 2008-Dec 2008,925,Great Britain,M,15969000,19170800,83.3,0.2
Jan 2009-Dec 2009,925,Great Britain,M,16010700,19264000,83.1,0.2
Jan 2010-Dec 2010,925,Great Britain,M,16003600,19392700,82.5,0.2
Jan 2011-Dec 2011,925,Great Britain,M,16084800,19532900,82.3,0.2
Jan 2012-Dec 2012,925,Great Britain,M,16149600,19499500,82.8,0.2
Jan 2013-Dec 2013,925,Great Britain,M,16225400,19522600,83.1,0.2
Jan 2014-Dec 2014,925,Great Britain,M,16225300,19588700,82.8,0.2
Jan 2015-Dec 2015,925,Great Britain,M,16385400,19699600,83.2,0.3
Jan 2016-Dec 2016,925,Great Britain,M,16458600,19797200,83.1,0.3
Jan 2017-Dec 2017,925,Great Britain,M,16580800,19872100,83.4,0.3
Jan 2018-Dec 2018,925,Great Britain,M,16611100,19935600,83.3,0.3
Jan 2019-Dec 2019,925,Great Britain,M,16661200,19984700,83.4,0.3
Jan 2005-Dec 2005,926,United Kingdom,M,15967300,19189300,83.2,0.2
Jan 2006-Dec 2006,926,United Kingdom,M,16162200,19380300,83.4,0.2
Jan 2007-Dec 2007,926,United Kingdom,M,16279000,19577900,83.1,0.2
Jan 2008-Dec 2008,926,United Kingdom,M,16411000,19736400,83.2,0.2
Jan 2009-Dec 2009,926,United Kingdom,M,16447600,19833000,82.9,0.2
Jan 2010-Dec 2010,926,United Kingdom,M,16450500,19964200,82.4,0.2
Jan 2011-Dec 2011,926,United Kingdom,M,16536600,20105700,82.2,0.2
Jan 2012-Dec 2012,926,United Kingdom,M,16597700,20073000,82.7,0.2
Jan 2013-Dec 2013,926,United Kingdom,M,16677700,20095200,83,0.2
Jan 2014-Dec 2014,926,United Kingdom,M,16676400,20162600,82.7,0.2
Jan 2015-Dec 2015,926,United Kingdom,M,16841300,20275800,83.1,0.2
Jan 2016-Dec 2016,926,United Kingdom,M,16920800,20374900,83,0.3
Jan 2017-Dec 2017,926,United Kingdom,M,17028300,20451000,83.3,0.3
Jan 2018-Dec 2018,926,United Kingdom,M,17056000,20513300,83.1,0.3
Jan 2019-Dec 2019,926,United Kingdom,M,17111700,20562300,83.2,0.3
